user_id,min_price_usd,max_price_usd,avg_price_usd,best_product_id
c179dc55-1746-4fb8-a789-3896d2d7534c,0.09,40.91,13.8,46271d74-0ae8-437e-b9aa-c5a520303853
bc1e0a01-d8f5-4837-967e-7b9fcb7580cf,0.12,40.34,13.67,85e191f3-7458-45dd-b816-159b7e1af8c7
d85e4def-b494-4d5b-9c86-6e966ea3c8d8,0.06,33.85,13.55,85e191f3-7458-45dd-b816-159b7e1af8c7
c1fb470e-b1fd-4b2c-b086-1caf795fe999,0.24,40.33,17.33,f51decca-d770-4b3b-a3ff-53ade9b30b5a
38ee0dc4-fb00-4caf-837e-9310e120e7e0,0.12,30.29,12.78,dd9c2dfd-7b62-4c8a-a82b-5afe970936cd
9c7cc4d2-3a3c-405d-8e94-c43db7f6a366,0.03,43.77,13.99,1a777ca4-de24-40b2-b4e8-d2907977a828
bce41ffe-7736-40f2-8e20-6ed3745fa739,0.28,37.43,12.46,561d6eb7-a333-4c90-9455-8629ca6ca3d7
1b7ee30f-4ba5-4d36-baca-fdf145be5eca,0.01,44.14,15.16,4f8a1ad4-1278-4a88-a914-dce97e8ae4f2
7e483099-f2c1-464f-8e89-ca0cf3640dba,0.39,37.21,12.05,561d6eb7-a333-4c90-9455-8629ca6ca3d7
d25aa603-ca13-438a-a586-f7061a1a596d,0.07,41.26,14.86,1a777ca4-de24-40b2-b4e8-d2907977a828
b2dd2eb9-c697-4f86-a2bd-9420a19484ad,0.49,33.01,12.23,d37b41eb-b7b8-47eb-803a-3279b7fd8b4c
437c8d83-d975-447e-a812-27e87f95c18c,0.31,44.41,14.7,f51decca-d770-4b3b-a3ff-53ade9b30b5a
f4f22cb6-45e0-4cb3-bb95-4c39b5a14fa9,1.36,30.92,12.81,1a777ca4-de24-40b2-b4e8-d2907977a828
2a0719c1-b0c9-44d9-838b-0d230a790db2,0.17,38.58,16.55,46271d74-0ae8-437e-b9aa-c5a520303853
156a462b-8c5a-45d0-b9f4-79e7b6238a76,0.16,40.29,14.41,d37b41eb-b7b8-47eb-803a-3279b7fd8b4c
3848bff4-f99d-4d69-ac43-3342745a3d4b,0.18,40.5,14.64,4d1a2306-3485-4037-a052-1ccbde7d950c
88d84b99-0fde-4e72-9a81-3c52b63026c0,0.32,42.2,12.79,a053d482-7d48-45ea-a2a2-506a3c753bf9
c76bc9d1-1e7d-41dd-a868-77f6ac4ef555,0.05,42.57,12.99,e1a85301-d2a3-4c0c-9b95-0f23c4cc0fb1
4b2e58f0-fb7f-4da0-a3f3-4e306042c3b9,0.2,30.06,12.99,a053d482-7d48-45ea-a2a2-506a3c753bf9
3aad9851-cbb8-4a65-868d-58de4b914a4c,0.49,42.38,14.22,a053d482-7d48-45ea-a2a2-506a3c753bf9
f7d1ad0c-c71f-4553-8981-47d1ff8d49ee,0.05,44.84,14.28,4f8a1ad4-1278-4a88-a914-dce97e8ae4f2
5ae5b981-1665-42a3-b06a-c060f63d67b2,0.08,38.47,11.65,f0ca88c0-7159-489e-ba9f-f71294cd94d6
2a90a965-bb20-4722-8059-60538465d747,1.23,25.12,12.0,f0ca88c0-7159-489e-ba9f-f71294cd94d6
53c47c99-41e4-4d26-9e07-1b376b617a52,0.2,32.9,13.19,46271d74-0ae8-437e-b9aa-c5a520303853
80ce48e1-6c41-4158-add3-1e706a2839c2,0.23,29.52,9.66,2fe40900-4823-4357-bf90-dfd57ee73c73
735cffd5-2ef7-468d-9a0e-bf6c9117752c,0.25,42.46,14.55,561d6eb7-a333-4c90-9455-8629ca6ca3d7
a2f91a1d-074f-4378-8694-d30919eddc1b,0.0,41.79,16.57,0d07a11e-7094-4e59-8697-5b0f8b2121da
bd771b48-f8f6-4efc-8bc0-91fb7985e8e0,0.18,42.48,14.23,2fe40900-4823-4357-bf90-dfd57ee73c73
51974498-eb91-4c7d-9622-5341bc85759a,0.2,40.09,13.36,e1a85301-d2a3-4c0c-9b95-0f23c4cc0fb1
d9f1eabb-554c-42a3-92a6-f372d3578fcc,0.12,42.5,12.92,d1a83293-aca8-42f1-bca6-7f6d23f3e1ba
834415da-a445-47cf-8e47-cdd533ce1d11,0.14,42.82,13.7,7eba46b5-8818-41b2-9069-a4bb25fef390
8a67e5d6-6fb1-4f0f-bc10-4d46e4f99e2a,0.03,27.51,10.82,e1a85301-d2a3-4c0c-9b95-0f23c4cc0fb1
579cd5e3-ede5-429e-a299-307989c25440,0.22,31.37,11.55,0d07a11e-7094-4e59-8697-5b0f8b2121da
6af8dc03-5ecc-4cff-a80d-e2c67422c551,0.04,44.91,12.91,85e191f3-7458-45dd-b816-159b7e1af8c7
3f31c625-bcb0-4612-9989-882726f85f34,0.14,38.4,13.27,f0ca88c0-7159-489e-ba9f-f71294cd94d6
41326e52-85b1-4926-9c6d-76ce9a5de210,0.21,37.53,14.93,4f8a1ad4-1278-4a88-a914-dce97e8ae4f2
b11f53c8-17ad-49c1-a72c-2a2f49e730b5,0.38,42.94,16.09,a053d482-7d48-45ea-a2a2-506a3c753bf9
cfa6824e-4087-4efb-8d3a-e91db5de7402,0.05,34.57,14.39,a053d482-7d48-45ea-a2a2-506a3c753bf9
4c7159f4-1997-4e17-9cc8-1e63cc30e31f,0.08,41.85,13.6,46271d74-0ae8-437e-b9aa-c5a520303853
f31ff074-4737-419e-939e-870691caa651,0.01,40.49,13.3,2fe40900-4823-4357-bf90-dfd57ee73c73
eaf0574b-36f4-4375-a40b-e4c27e348b47,0.26,31.32,16.31,dd9c2dfd-7b62-4c8a-a82b-5afe970936cd
b3923f96-eef8-4749-9f00-660c5c64e482,0.22,43.68,11.99,e38f5a63-b725-4860-9be3-8fd6aa2c3081
3e44753f-9a99-4d6f-8a63-94b83a7898b5,0.21,41.52,15.67,a053d482-7d48-45ea-a2a2-506a3c753bf9
